catalog_order,canonical_code,work_slug,title,title_english,title_transliterated,genre,pitaka_division,section_key,section_label,section_title,fascicle_count,volume_ref,translator_slug,translator_name,translator_native_name,translator_role,notes
1007,T0404,t0404,大集大虛空藏菩薩所問經,,,sutra,sutra,mahasamnipata,大集部,大集部,8,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 不空譯。
1008,T0405,t0405,虛空藏菩薩經,,,sutra,sutra,mahasamnipata,大集部,大集部,1,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 佛陀耶舍譯。
1009,T0406,t0406,虛空藏菩薩神呪經,,,sutra,sutra,mahasamnipata,大集部,大集部,1,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1010,T0407,t0407,虛空藏菩薩神呪經,,,sutra,sutra,mahasamnipata,大集部,大集部,1,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 曇摩蜜多譯。
1011,T0408,t0408,虛空孕菩薩經,,,sutra,sutra,mahasamnipata,大集部,大集部,2,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 闍那崛多譯。
1012,T0409,t0409,觀虛空藏菩薩經,,,sutra,sutra,mahasamnipata,大集部,大集部,1,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 曇摩蜜多譯。
1013,T0410,t0410,大方廣十輪經,,,sutra,sutra,mahasamnipata,大集部,大集部,8,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1014,T0411,t0411,大乘大集地藏十輪經,,,sutra,sutra,mahasamnipata,大集部,大集部,10,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 玄奘譯。
1015,T0412,t0412,地藏菩薩本願經,,,sutra,sutra,mahasamnipata,大集部,大集部,2,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 實叉難陀譯。
1016,T0413,t0413,百千頌大集經地藏菩薩請問法身讚,,,sutra,sutra,mahasamnipata,大集部,大集部,1,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 不空譯。
1017,T0414,t0414,菩薩念佛三昧經,,,sutra,sutra,mahasamnipata,大集部,大集部,5,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 功德直譯。
1018,T0415,t0415,大方等大集經菩薩念佛三昧分,,,sutra,sutra,mahasamnipata,大集部,大集部,10,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 達磨笈多譯。
1019,T0416,t0416,大方等大集經賢護分,,,sutra,sutra,mahasamnipata,大集部,大集部,5,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 闍那崛多譯。
1020,T0417,t0417,佛說般舟三昧經,,,sutra,sutra,mahasamnipata,大集部,大集部,1,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 支婁迦讖譯。
1021,T0418,t0418,般舟三昧經,,,sutra,sutra,mahasamnipata,大集部,大集部,3,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 支婁迦讖譯。
1022,T0419,t0419,拔陂菩薩經,,,sutra,sutra,mahasamnipata,大集部,大集部,1,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1023,T0420,t0420,自在王菩薩經,,,sutra,sutra,mahasamnipata,大集部,大集部,2,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 鳩摩羅什譯。
1024,T0421,t0421,奮迅王問經,,,sutra,sutra,mahasamnipata,大集部,大集部,2,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：元魏 瞿曇般若流支譯。
1025,T0422,t0422,大集譬喻王經,,,sutra,sutra,mahasamnipata,大集部,大集部,2,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 闍那崛多譯。
1026,T0423,t0423,僧伽吒經,,,sutra,sutra,mahasamnipata,大集部,大集部,4,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：元魏 月婆首那譯。
1027,T0424,t0424,大集會正法經,,,sutra,sutra,mahasamnipata,大集部,大集部,5,T13,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 施護譯。
1001,T0425,t0425,賢劫經,,,sutra,sutra,sutra_misc,經集部,經集部,8,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1002,T0426,t0426,佛說千佛因緣經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後秦 鳩摩羅什譯。
1003,T0427,t0427,佛說八吉祥神呪經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1004,T0428,t0428,佛說八陽神呪經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1005,T0429,t0429,佛說八部佛名經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：元魏 瞿曇般若流支譯。
1006,T0430,t0430,八吉祥經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：梁 僧伽婆羅譯。
1007,T0431,t0431,八佛名號經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 闍那崛多譯。
1008,T0432,t0432,佛說十吉祥經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1009,T0433,t0433,佛說寶網經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1010,T0434,t0434,佛說稱揚諸佛功德經,,,sutra,sutra,sutra_misc,經集部,經集部,3,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：元魏 吉迦夜譯。
1011,T0435,t0435,佛說滅十方冥經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1012,T0436,t0436,受持七佛名號所生功德經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 玄奘譯。
1013,T0437,t0437,大乘寶月童子問法經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 施護譯。
1014,T0438,t0438,佛說大乘大方廣佛冠經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 法護等譯。
1015,T0439,t0439,佛說諸佛經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 施護譯。
1016,T0440,t0440,佛說佛名經,,,sutra,sutra,sutra_misc,經集部,經集部,12,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：元魏 菩提流支譯。
1017,T0441,t0441,佛說佛名經,,,sutra,sutra,sutra_misc,經集部,經集部,30,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。
1018,T0442,t0442,十方千五百佛名經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1019,T0443,t0443,五千五百佛名神呪除障滅罪經,,,sutra,sutra,sutra_misc,經集部,經集部,8,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 闍那崛多譯。
1020,T0444,t0444,佛說百佛名經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 那連提耶舍譯。
1021,T0445,t0445,佛說不思議功德諸佛所護念經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1022,T0446a,t0446a,過去莊嚴劫千佛名經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：闕譯。
1023,T0446b,t0446b,過去莊嚴劫千佛名經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1024,T0447a,t0447a,現在賢劫千佛名經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：闕譯。
1025,T0447b,t0447b,現在賢劫千佛名經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。
1026,T0448a,t0448a,未來星宿劫千佛名經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：闕譯。
1027,T0448b,t0448b,未來星宿劫千佛名經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1028,T0449,t0449,佛說藥師如來本願經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 達摩笈多譯。
1029,T0450,t0450,藥師琉璃光如來本願功德經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 玄奘譯。
1030,T0451,t0451,藥師琉璃光七佛本願功德經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 義淨譯。
1031,T0452,t0452,佛說觀彌勒菩薩上生兜率天經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 沮渠京聲譯。
1032,T0453,t0453,佛說彌勒下生經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1033,T0454,t0454,佛說彌勒下生成佛經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後秦 鳩摩羅什譯。
1034,T0455,t0455,佛說彌勒下生成佛經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 義淨譯。
1035,T0456,t0456,佛說彌勒大成佛經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 鳩摩羅什譯。
1036,T0457,t0457,佛說彌勒來時經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1037,T0458,t0458,文殊師利問菩薩署經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 支婁迦讖譯。
1038,T0459,t0459,佛說文殊悔過經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1039,T0460,t0460,佛說文殊師利淨律經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1040,T0461,t0461,佛說文殊師利現寶藏經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1041,T0462,t0462,大方廣寶篋經,,,sutra,sutra,sutra_misc,經集部,經集部,3,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 求那跋陀羅譯。
1042,T0463,t0463,佛說文殊師利般涅槃經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 聶道真譯。
1043,T0464,t0464,文殊師利問菩提經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 鳩摩羅什譯。
1044,T0465,t0465,伽耶山頂經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：元魏 菩提流支譯。
1045,T0466,t0466,佛說象頭精舍經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 毘尼多流支譯。
1046,T0467,t0467,大乘伽耶山頂經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 菩提流志譯。
1047,T0468,t0468,文殊師利問經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：梁 僧伽婆羅譯。
1048,T0469,t0469,文殊問經字母品第十四,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 不空譯。
1049,T0470,t0470,佛說文殊師利巡行經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：元魏 菩提流支譯。
1050,T0471,t0471,佛說文殊師利行經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 豆那掘多譯。
1051,T0472,t0472,佛說大乘善見變化文殊師利問法經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 天息災譯。
1052,T0473,t0473,佛說妙吉祥菩薩所問大乘法螺經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 法賢譯。
1053,T0474,t0474,佛說維摩詰經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1054,T0475,t0475,維摩詰所說經,,,sutra,sutra,sutra_misc,經集部,經集部,3,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 鳩摩羅什譯。
1055,T0476,t0476,說無垢稱經,,,sutra,sutra,sutra_misc,經集部,經集部,6,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 玄奘譯。
1056,T0477,t0477,佛說大方等頂王經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1057,T0478,t0478,大乘頂王經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：梁 月婆首那譯。
1058,T0479,t0479,善思童子經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 闍那崛多譯。
1059,T0480,t0480,佛說月上女經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 闍那崛多譯。
1060,T0481,t0481,持人菩薩經,,,sutra,sutra,sutra_misc,經集部,經集部,4,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1061,T0482,t0482,持世經,,,sutra,sutra,sutra_misc,經集部,經集部,4,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 鳩摩羅什譯。
1062,T0483,t0483,三曼陀跋陀羅菩薩經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 聶道真譯。
1063,T0484,t0484,不思議光菩薩所說經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後秦 鳩摩羅什譯。
1064,T0485,t0485,無所有菩薩經,,,sutra,sutra,sutra_misc,經集部,經集部,4,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 闍那崛多等譯。
1065,T0486,t0486,師子莊嚴王菩薩請問經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 那提譯。
1066,T0487,t0487,離垢慧菩薩所問禮佛法經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 那提譯。
1067,T0488,t0488,寶授菩薩菩提行經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 法賢譯。
1068,T0489,t0489,佛說除蓋障菩薩所問經,,,sutra,sutra,sutra_misc,經集部,經集部,20,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 法護等譯。
1069,T0490,t0490,佛說八大菩薩經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 法賢譯。
1070,T0491,t0491,六菩薩亦當誦持經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1071,T0492a,t0492a,佛說阿難問事佛吉凶經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 安世高譯。
1072,T0492b,t0492b,阿難問事佛吉凶經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 安世高譯。
1073,T0493,t0493,佛說阿難四事經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1074,T0494,t0494,阿難七夢經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：東晉 竺曇無蘭譯。
1075,T0495,t0495,佛說阿難分別經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：乞伏秦 法堅譯。
1076,T0496,t0496,佛說大迦葉本經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1077,T0497,t0497,佛說摩訶迦葉度貧母經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 求那跋陀羅譯。
1078,T0498,t0498,佛說初分說經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 施護譯。
1079,T0499,t0499,佛為阿支羅迦葉自化作苦經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1080,T0500,t0500,羅云忍辱經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 法炬譯。
1081,T0501,t0501,佛說沙曷比丘功德經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 法炬譯。
1082,T0502,t0502,佛為年少比丘說正事經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 法炬譯。
1083,T0503,t0503,比丘避女惡名欲自殺經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 法炬譯。
1084,T0504,t0504,比丘聽施經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：東晉 曇無蘭譯。
1085,T0505,t0505,佛說隨勇尊者經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 施護等譯。
1086,T0506,t0506,犍陀國王經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 安世高譯。
1087,T0507,t0507,佛說未生冤經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1088,T0508,t0508,阿闍世王問五逆經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 法炬譯。
1089,T0509,t0509,阿闍世王授決經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 法炬譯。
1090,T0510,t0510,採花違王上佛授決號妙花經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：東晉 竺曇無蘭譯。
1091,T0511,t0511,佛說蓱沙王五願經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1092,T0512,t0512,佛說淨飯王般涅槃經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 沮渠京聲譯。
1093,T0513,t0513,佛說琉璃王經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1094,T0514,t0514,佛說諫王經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 沮渠京聲譯。
1095,T0515,t0515,如來示教勝軍王經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 玄奘譯。
1096,T0516,t0516,佛說勝軍王所問經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 施護譯。
1097,T0517,t0517,佛說末羅王經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 沮渠京聲譯。
1098,T0518,t0518,佛說旃陀越國王經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 沮渠京聲譯。
1099,T0519,t0519,佛說摩達國王經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 沮渠京聲譯。
1100,T0520,t0520,佛說薩羅國經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1101,T0521,t0521,佛說梵摩難國王經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1102,T0522,t0522,普達王經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1103,T0523,t0523,佛說五王經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1104,T0524,t0524,佛為優填王說王法政論經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 不空譯。
1105,T0525,t0525,佛說長者子懊惱三處經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 安世高譯。
1106,T0526,t0526,佛說長者子制經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 安世高譯。
1107,T0527,t0527,佛說逝童子經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 支法度譯。
1108,T0528,t0528,佛說菩薩逝經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 白法祖譯。
1109,T0529,t0529,佛說阿鳩留經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1110,T0530,t0530,佛說須摩提長者經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1111,T0531,t0531,佛說長者音悅經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1112,T0532,t0532,私呵昧經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1113,T0533,t0533,菩薩生地經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1114,T0534,t0534,佛說月光童子經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1115,T0535,t0535,佛說申日經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1116,T0536,t0536,申日兒本經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 求那跋陀羅譯。
1117,T0537,t0537,佛說越難經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 聶承遠譯。
1118,T0538,t0538,佛說呵雕阿那鋡經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：東晉 竺曇無蘭譯。
1119,T0539,t0539,盧至長者因緣經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1120,T0540a,t0540a,佛說樹提伽經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 求那跋陀羅譯。
