སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ། ||| Homage to all buddhas and bodhisattvas!
དུས་མ་ཡིན་པར་མི་འཆི། ནད་བུ་ཅན་དུ་མི་འགྱུར། བཀྲེས་པ་དང་སྐོམ་པས་འཆི་བའི་དུས་བྱེད་པར་མི་འགྱུར། རྒྱལ་པོའི་ཆད་པས་ཆོད་པར་མི་འགྱུར། ||| They will not die an untimely death, become sick, or die of hunger or thirst, nor will they be killed by order of a ruler,
འཆི་བའི་དུས་ལ་བབ་ཀྱི་བར་དུ་ལྟུང་བའི་རྩ་བ་འབྱུང་བར་མི་འགྱུར་ཏེ། ||| and for the rest of their lives they will not incur a single transgression.
དེ་དག་མིག་གིས་གཟུགས་མི་མཐོང་། ། ||| they will not see forms with their eyes,
རྣ་བས་སྒྲ་མི་ཐོས། ||| hear sounds with their ears,
སྣས་དྲི་མི་ཚོར། ||| smell odors with their noses,
ལྕེས་རོ་མི་མྱོང་། ། ||| experience tastes with their tongues,
ལུས་ཀྱིས་རེག་བྱ་མི་ཤེས་ཤིང་། ||| or experience tactile objects with their bodies.
ད་དུང་དུ་དབུགས་ཕྲ་མོ་འབྱུང་བ་དང་འཇུག་པར་བྱེད། ད་དུང་དུ་དེའི་ལུས་ལ་ཚེ་དང་། དྲོད་དང་། རྣམ་པར་ཤེས་པ་འཇུག་པར་འགྱུར་བ་དེའི་ཚེ། ||| They will, however, continue to breathe out and breathe in with a subtle breath, and their life force, warmth, and consciousness will still remain in their bodies.
དེ་དག་ལ་བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོ་ཐ་མལ་པར་སྟོན་པར་བྱེད་དེ། ||| At that time, the bodhisattva Ākāśagarbha will show himself to them as an ordinary person.
སེམས་ཅན་གང་སྔོན་བྲམ་ཟེ་ལ་གུས་པར་གྱུར་པ་དེ་དག་གི་རྣམ་པར་ཤེས་པ་ལ་ནི་རིགས་ཀྱི་བུ་དེ་བྲམ་ཟེའི་གཟུགས་སུ་སྟོན་ཏོ། ||| To those beings who in the past revered the brahmins, this son of noble family will show himself in the form of a brahmin.
གང་འདོད་པའི་དབང་ཕྱུག་ལ་གུས་པ་དེ་དག་ལ་ནི་འདོད་པའི་དབང་ཕྱུག་གི་བར་དུ་སྟོན་པ་ནས། ||| To those who revere Kāmeśvara, he will display the form of Kāmeśvara.
གང་སྲེད་མེད་ཀྱི་བུ་ལ་གུས་པ་དང་། གང་དབང་ཕྱུག་ཆེན་པོ་ལ་གུས་པ་དང་། བརྒྱ་བྱིན་ལ་གུས་པ་དང་། འཁོར་ལོས་སྒྱུར་བ་ལ་གུས་པ་དང་། ཉི་མ་དང་། ཟླ་བ་དང་། ཡུལ་འཁོར་སྲུང་དང་། འཕགས་སྐྱེས་པོ་དང་། མིག་མི་བཟང་དང་རྣམ་ཐོས་ཀྱི་བུ་ལ་གུས་པ་དང་། གང་དག་ལྷ་དང་། རི་དང་། ཤིང་དང་། ཆུ་མིག་དང་། མཚེའུ་དང་། ལྟེང་ཀ་སྣ་ཚོགས་ལ་གུས་པའི་བར་དུ་གང་དང་གང་གི་སྐྱབས་སུ་སོང་བའི་སེམས་ཅན་དེ་དག་ལ་དེ་ལྟ་དེ་ལྟར་སེམས་ཅན་དེ་དག་གི་མདུན་དུ་བསྟན་ནས། ||| To those who have taken refuge in and revere Nārāyaṇa, Śakra, a cakravartin, the sun, the moon, Dhṛtarāṣṭra, Virūḍhaka, Virupākṣa, or Vaiśravaṇa, or who have taken refuge in various objects such as devas, mountains, trees, fountains, ponds, and pools, he will show himself accordingly.
གང་གི་བསམ་པ་ཅི་འདྲ་བ་བཞིན་དུ་དེའི་གཟུགས་ཀྱིས་འདི་སྐད་ཅེས་སྨྲའོ། ། ||| And in the form that corresponds to their disposition he will speak the following words:
འཕགས་པའི་བདེན་པ་བཞི་དག་ལ། །གང་དག་ཤེས་རབ་ཀྱིས་མཐོང་བ། །འཁོར་བའི་སྲིད་པ་སྒྲོལ་བའི་ཕྱིར། །འཁོར་བ་ན་ནི་དེ་ཀུན་ཤེས། ། ||| “ ‘Whoever has insight into the four truths of the noble ones Is liberated from existence in saṃsāra. Therefore, those dwelling in saṃsāra should know all four.
སེམས་ཅན་དེ་དག་གིས་ཆོས་འདི་དག་རྣམ་པར་ཤེས་པས་ཤེས་པར་བྱས་ནས་མཐོ་རིས་ལ་གཞོལ་བར་འགྱུར་རོ། ། ||| Having understood these Dharmas, these beings will reach the higher realms.’
སེམས་ཅན་གང་དག་སངས་རྒྱས་ལ་མངོན་པར་དད་པ་དེ་དག་གི་མདུན་དུ་འདུག་སྟེ། ། ||| “Appearing before beings who have strong faith in the Buddha,
སངས་རྒྱས་ཀྱི་གཟུགས་བསྟན་ནས་འདི་སྐད་ཅེས་སྨྲའོ། ||| he will display the form of the Buddha and utter these words:
སངས་རྒྱས་ཡེ་ཤེས་བདེན་པ་ཡིས། །སྲིད་པའི་རྒྱ་མཚོ་གང་སྒྲོལ་བ། ། ||| “ ‘The truth of the Buddha’s primordial wisdom Frees those dwelling in the ocean of existence.
ཡེ་ཤེས་དེ་ལ་མྱུར་དུ་རེག །སྡུག་བསྔལ་ཀུན་ལས་འགྲོལ་བར་འགྱུར། ||| Swiftly attain that primordial wisdom, And you will be liberated from all suffering.’
དེའི་ཚེ་སེམས་ཅན་དེ་དག་སངས་རྒྱས་ཡིད་ལ་བྱེད་པའི་སྒྲས་དགའ་ཞིང་རངས་ནས་འཆི་བའི་དུས་བྱས་ཏེ། སངས་རྒྱས་ཀྱི་ཞིང་རྙོག་པ་མེད་པ་ཡོངས་སུ་དག་པ། གང་ན་སངས་རྒྱས་བཅོམ་ལྡན་འདས་བཞུགས་པ། འཚོ་བ། གཞེས་པ། ཆོས་ཀྱང་སྟོན་པ་དེར་སྐྱེ་བར་འགྱུར་རོ། ||| “At this time, these beings will be joyful and delighted by the sound (of those words) that bring the Buddha to mind. Then they will die and be reborn in a buddhafield, unsullied and pure, in which a buddha bhagavān dwells, lives, and resides, and where he teaches the Dharma.
དེ་བཞིན་དུ་ཆོས་དང་། དགེ་འདུན་ལ་བརྗོད་པར་བྱའོ། ། ||| The same can be said with respect to the Dharma and the Saṅgha.
དེ་ལྟ་བས་ན་བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོ་ནི་ཡོན་ཏན་གྱི་ཆོས་བསམ་གྱིས་མི་ཁྱབ་པ་དང་ལྡན་ནོ། ||| This shows that the bodhisattva Ākāśagarbha is endowed with inconceivable excellent qualities.
གང་ཡང་ཏིང་ངེ་འཛིན་རྣམ་པ་སྣ་ཚོགས་ལ་སེམས་ཀྱིས་ཤིན་ཏུ་དབང་བྱ་བར་འདོད་ན། དེས་ཐོ་རངས་ཀྱི་ཐུན་ལ་བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོ་ལ་ཕྱག་འཚལ་ཏེ་མཆོད་པ་ཅི་ནུས་ཀྱིས་བྱའོ། ||| “Those who wish to perfectly master different kinds of meditative concentration should pay homage to the bodhisattva Ākāśagarbha during the watch of dawn and make as many offerings as possible.
སེམས་ཅན་ཐམས་ཅད་ལ་བྱམས་པའི་སེམས་ཉེ་བར་གཞག་སྟེ་འདི་སྐད་ཅེས་བརྗོད་དོ། ||| Establishing the mind in loving kindness for all sentient beings, they should then utter these words:
དགོངས་ཤིག་དགོངས་ཤིག །ནམ་མཁའི་སྙིང་པོ་ཐུགས་རྗེ་ཆེན་པོ་བརྙེས་པ། ། ||| ‘Give heed, give heed to me. Ākāśagarbha, you have achieved great compassion.
བདག་ལ་དྲན་པ་དང་། ཏིང་ངེ་འཛིན་གྱི་རྣལ་འབྱོར་སྩོལ་ཅིག ||| I pray, please bestow upon me mindfulness and the yoga of meditative concentration.
ཨུ་མུ་ར་ཎ་ཁེ། བཀྵ་མ་ནི་ལེ། ས་མུ་དྲ། ཨ་བ་ད་རེ་ན། ན་ཡ་ན་ཡ། མ་ཧཱ་ཀཱ་རུ་ཎི་ཀཱ། ཨ་ནུ་པ་མ་ཛམ་བྷ་སྨྲྀ་ཏི། ཨ་ཀྲ་ཛམ་བྷ་སྨྲྀ་ཏི། བཛྲ་ཛམ་བྷ་སྨྲྀ་ཏི། ཀོ་ཥསྨྲྀ་ཏི། ཨ་ནུ་པ་མ་སྨྲྀཏི། བྷུཏ་ཀོ་ཊི་ཏི་སྭཱ་ཧཱ། ||| umuraṇakhe | bakṣamanile | samudra | avadarena | nayanaya | mahā­kāruṇikā | anupama­jambha­smṛti | akra­jambha­smṛti | vajra­jambha­smṛti| koṣa­smṛti | anupama­smṛti | bhūtakoṭi­smṛti svāhā |
དེ་ལ་དྲན་པ་དང་ཏིང་ངེ་འཛིན་ལ་འཇུག་པ་སྦྱིན་པར་བྱེད་དོ། ། ||| “To those who recite in this way, Ākāśagarbha grants mindfulness and entrance into meditative concentration.
གང་ཡང་སངས་རྒྱས་ཀྱི་བཀའ་ཡང་རུང་། ཉན་ཐོས་ཀྱིས་བཤད་པ་ཡང་རུང་སྟེ། བསྟན་བཅོས་སྣ་ཚོགས་ཀློག་པར་འདོད་ན། ། ||| “Those who desire to study treatises, whether the words of the Buddha or expositions by the śrāvakas,
དེས་ཁྲུས་བྱས་ཏེ་སྐྱ་རེངས་འབྱུང་བའི་ཚེ་བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོ་ལ་ཕྱག་བྱའོ། ||| should first bathe and then pay homage to the bodhisattva Ākāśagarbha at the break of dawn,
མཆོད་པ་ཅི་ནུས་ཀྱིས་བྱའོ། ||| make as many offerings as possible,
སེམས་ཅན་ཐམས་ཅད་ལ་བྱམས་པའི་སེམས་སུ་བྱའོ། ||| generate loving kindness for all sentient beings,
འདི་སྐད་ཀྱང་བརྗོད་པར་བྱའོ། ། ||| and speak these words:
དགོངས་ཤིག་དགོངས་ཤིག ། ||| ‘Give heed, give heed to me!
མཁས་པ་ཆེན་པོ་སེམས་ཅན་ཐམས་ཅད་ཀྱི་ནང་ན་བསམ་གྱིས་མི་ཁྱབ་པའི་རིགས་ཀྱི་བུ་ནམ་མཁའི་སྙིང་པོ་གང་ཟག་གི་མཆོག ||| Greatly learned one, among all beings, Ākāśagarbha, son of noble family beyond imagination, you are supreme.
དྲན་པ་དང་ཏིང་ངེ་འཛིན་གྱི་རྣལ་འབྱོར་བདག་ལ་སྩོལ་ཅིག ||| Pray bestow upon me the yoga of mindfulness and meditative concentration.
ཨི་ནཱི་ལ་ཛ། བི་ཥན་དུ་ཥ་ཛ། བི་ཡ་བ་ན་ཛ། བི་བཀྵི་སམེ། པཱ་ཤ་ལ་ཛ་སི། སྠཱ་ན་ཤ་ར་བེ། ཤསྟྲ་ཀརྞྞེ། ཧུ་མ་ཧུ་མ། མ་ཧཱ་ཀཱ་རུ་ཎི་ཀ་སྭཱ་ཧཱ། ||| inīlaja | viṣanaduṣaja | viyavanaja | vibakṣisame | pāśalajasi | sthānaśarave | śastrakarṇṇe | humahuma | mahā­kāruṇika svāhā |
གང་རྒྱ་མཚོ་ཆེན་པོར་འཇུག་འདོད་པ་དང་། གང་ཁུང་དུ་འཇུག་འདོད་པ་དང་། གང་བཅུད་དམ་པ་སྤྱོད་པར་འདོད་པར་གྱུར་པ་དང་། ||| “Those who wish to enter the great ocean or caves, or to make use of the sacred essence,
གང་བཙོན་རར་བཅུག་པ་དང་། གང་མཛའ་བ་དང་བྲལ་བ་དང་། ། ||| who have been imprisoned, are separated from friends,
གང་མི་མཛའ་བ་དང་ཕྲད་པ་དང་། ||| or face hostile people:
དེ་དག་གལ་ཏེ་བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོའི་མིང་ནས་བརྗོད་ཅིང་། ། ||| such beings may call out the name of the bodhisattva Ākāśagarbha,
མཆོད་པ་ཅི་ནུས་ཀྱིས་བྱེད་ལ་སེམས་ཅན་ཐམས་ཅད་ལ་བྱམས་པའི་སེམས་ཀྱིས་གཞོག་ཅིང་འདི་སྐད་དུ་ཡང་སྨྲ་སྟེ། ||| make as many offerings as possible, settle the mind in loving kindness for all sentient beings, and utter these words:
དགོངས་ཤིག་དགོངས་ཤིག །ཐུགས་རྗེ་ཆེན་པོ་དང་ལྡན་པ་གྲགས་པ་ཆེན་པོ་ནམ་མཁའི་སྙིང་པོ་འགྲོ་བའི་དོན་བཞེད་པ། ||| ‘Give heed, give heed to me, Ākāśagarbha of great renown, endowed with great compassion and intent on the welfare of beings!
ཐུགས་རྗེ་ཆེན་པོ་དང་ལྡན་པ་བདག་ལ་གཟིགས་ཤིག ། ||| You, who are endowed with great compassion, look upon me;
བདག་འདི་ལྟ་བུ་ལས་རབ་ཏུ་ཐར་པར་མཛོད་ཅིག །སྐལ་བ་སྩོལ་ཅིག ||| liberate me from these circumstances and bestow good fortune upon me.
མཐུ་ཆེན་པོ་བདག་ནི་སྡུག་བསྔལ་གྱིས་ཉམ་ཐག་གོ། །ཤིན་ཏུ་དབུལ་ལོ། ། ||| Supremely powerful one, I am worn out by suffering. I am destitute.
བདག་ནི་ཁྱོད་ལ་བརྟེན་ནས་ཞི་བ་དང་བདེ་བ། ཚེ་འདི་དང་ཚེ་རབས་གཞན་དུ་ཐོབ་པར་འགྱུར་རོ། ||| Relying upon you, I will attain peace and happiness in this and future lives.’
བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོ་གཟུགས་ཐ་མལ་པ་ནས་བུ་མོའི་གཟུགས་ཀྱི་བར་གྱིས་སེམས་ཅན་དེ་དག་གི་མདུན་དུ་འདུག་སྟེ། ||| “Then the bodhisattva Ākāśagarbha will appear in front of them, in various forms including that of a common person and that of a girl,
དབུགས་འབྱིན་པར་བྱེད་དོ། །གང་དག་ཅི་ལས་འཇིགས་པ་དེ་དག་དེ་ལས་རབ་ཏུ་ཐར་བར་བྱེད་དོ། ། ||| and he will bring them relief and free them from whatever fears they may have.
གང་དག་མེས་འཇིགས་པ་དང་། ཆུ་དང་། མཚོན་དང་། དུག་དང་། བྱད་སྟེམས་དང་། སྟག་དང་། སེང་གེ་དང་། དུག་དྲག་པོ་དང་། རྐུན་པོ་དང་། གཡོན་ཅན་གྱིས་འཇིགས་པར་འགྱུར་བ་དང་། ||| those who are afraid of fire, water, weapons, toxins, curses, tigers, lions, strong poisons, thieves, and rogues;
གང་དམ་དུ་བཅིངས་པ་དང་། ||| are shackled,
གང་ཆད་པས་བཅད་པ་དང་། ། ||| or punished,
གང་གསད་པ་ལ་ཐུག་པ་དང་། ||| or are about to be killed;
གང་ནད་ཀྱིས་བཏབ་པ་དང་། ནད་ཀྱིས་འཇིགས་པ་དང་། ||| those who are struck by a disease or who are afraid of diseases;
གང་དག་ཆོས་གོས་དང་། བསོད་སྙོམས་དང་། མལ་ཆ་དང་། སྟན་དང་། ན་བའི་གསོས་སྨན་དང་། ཡོ་བྱད་ཀྱིས་ཕོངས་པ་ ||| and those who are bereft of monastic robes, alms, bedding, a seat, medicine to cure disease, or of basic necessities.
རྒྱལ་པོའི་བུ་ལ་ལ་ཞིག་གནས་ཆེན་པོའི་དབང་བསྐུར་བ་ཐོབ་པར་སེམས་པ་ ||| “Some princes may wish to be promoted to a higher rank.
དེ་གལ་ཏེ་བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོའི་མིང་བརྗོད་ཅིང་ཕྱག་འཚལ་ལ། མཆོད་པ་དང་རིམ་གྲོ་བྱེད་པ་ལ་སོགས་ཏེ། ། ||| They might utter the name of the bodhisattva Ākāśagarbha and pay homage to him, worship and venerate him, and so forth.
བྲམ་ཟེའི་གནས་ཆེན་པོ་དང་། ཁྱིམ་བདག་གི་གནས་ཆེན་པོ་དང་། བཟོའི་གནས་ཆེན་པོ་དང་། ཐོས་པའི་གནས་ཆེན་པོ་དང་། སྒོམ་པའི་གནས་ཆེན་པོ་དང་། གང་མོས་པའི་གནས་ཆེན་པོའི་བར་དུ་འདོད་པ་དེ་དག་གལ་ཏེ་བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོའི་མིང་ཐོས་ནས་ཕྱག་འཚལ་བར་བྱེད། ||| Having heard the name of the bodhisattva Ākāśagarbha, those who wish to be promoted to a high rank among the brahmins, householders, craftsmen, those engaged in studies, or meditators, up to whatever high rank they aspire to, should pay homage to him.
ཁྲུས་བྱས་ཏེ་གོས་གཙང་མ་བགོས་ནས་ཐོ་རངས་ཀྱི་ཐུན་ལ་བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོ་ལ་སྐྱབས་སུ་སོང་ནས་གསོལ་བ་གདབ་པ་འདི་སྐད་དུ་རྗོད་པར་བྱེད་དེ། ||| Once they have bathed and put on clean clothes, they should take refuge in the bodhisattva Ākāśagarbha during the watch of dawn and pray to him, uttering these words:
ནམ་མཁའི་སྙིང་པོ་ཐུགས་རྗེ་ཆེན་པོ་དང་ལྡན་པ་བདག་ལ་སྐལ་བ་སྩོལ་ཅིག ||| ‘O Ākāśagarbha, your compassion is great indeed! I pray, please bestow good fortune upon me.
བསམ་པ་དང་། སེམས་པ་ཐམས་ཅད་དང་། བསམ་པ་ཡིད་བཞིན་དུ་རབ་ཏུ་རྫོགས་པར་མཛོད་ཅིག ། ||| Fulfill my aspirations and intentions, each one of them, according to my wishes.
གང་སེམས་ཤིང་གང་གསོལ་བ་ཐུགས་རྗེ་ཆེན་པོ་དང་ལྡན་པ་ཁྱོད་ཀྱིས་མཛོད་ཅིག་ ||| You, who are endowed with great compassion, grant me whatever I wish, and kindly do whatever I request.’
དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོས་ལྷའི་རྣ་བའི་ཁམས་རྣམ་པར་དག་པ། མིའི་ལས་འདས་པས་སྒྲ་དེ་ཐོས་ནས་སེམས་ཅན་དེ་དག་ལ་བདག་ཅི་རིགས་པར་སྟོན་ཏེ། ||| the bodhisattva Ākāśagarbha will hear this with the purified faculty of divine hearing which is beyond human capacity and show himself to those beings in whatever form is appropriate.
དེ་དག་ལ་དེ་ལྟར་ཐབས་ཀྱང་སྟོན་ཏོ། ||| He will also teach them such skillful means.
བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ནམ་མཁའི་སྙིང་པོ་དེ་ནི་དེ་ལྟ་བུའི་ཐབས་ཀྱི་ཡོན་ཏན་གྱི་ཆོས་དང་ལྡན་ནོ། ||| “The bodhisattva mahāsattva Ākāśagarbha is endowed with the excellent quality of such skillful means.
བློ་རྒྱ་མཚོ་ཆེན་པོ་དང་ལྡན་ནོ། ། ||| He is endowed with a great ocean-like mind.
རིགས་ཀྱི་བུ་རྒྱ་མཚོ་ཆེན་པོའི་ཆུའི་ཐིགས་པ་ནི་ལ་ལ་ཞིག་གིས་ཚད་བཟུང་བར་ནུས་སྲིད་ ||| “Son of noble family, some may be able to estimate how many drops of water are contained in the great ocean,
ཀྱི་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ནམ་མཁའི་སྙིང་པོ་ཐབས་དང་ཡེ་ཤེས་ལ་མཁས་པ་དང་། ཐབས་ཀྱིས་སེམས་ཅན་ཡོངས་སུ་སྨིན་པར་བྱ་བའི་ཚད་ནི་གཟུང་མི་ནུས་སོ། ། ||| but no one can fathom the extent to which the bodhisattva mahāsattva Ākāśagarbha is gifted in skillful means and wisdom, or the extent of his activities that ripen sentient beings through skillful means.
རིགས་ཀྱི་བུ་ཕྱོགས་བཅུའི་ནམ་མཁའ་མཐའ་ཡས་མུ་མེད་པ་ཐམས་ཅད་ཀྱི་ཚད་ནི་ལ་ལས་གཟུང་བར་ནུས་སྲིད་ཀྱི། ||| Son of noble family, some may be able to apprehend the expanse of the whole of the infinite, limitless space in the ten directions, but
བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ནམ་མཁའི་སྙིང་པོ་སེམས་ཅན་ཡོངས་སུ་སྨིན་པར་བྱ་བའི་ཕྱིར་རྣམ་པ་སྣ་ཚོགས་སུ་སྤྲུལ་པར་བྱེད་པ་ནི་ཚད་གཟུང་མི་ནུས་ཏེ། ||| it is impossible to fathom the multitude of forms the bodhisattva mahāsattva Ākāśagarbha takes in order to bring sentient beings to spiritual maturity.
ལ་ལར་ནི་སེམས་ཅན་ཡོངས་སུ་སྨིན་པར་བྱ་བའི་ཕྱིར་སངས་རྒྱས་ཀྱི་གཟུགས་སུ་སྤྲུལ་པར་བྱེད་དོ། ། ||| Sometimes he manifests in the form of a buddha in order to ripen sentient beings,
ལ་ལར་ནི་བྲམ་ཟེའི་གཟུགས་སུ་བྱེད་ཅིང་། ||| sometimes in the form of a brahmin.
སེམས་ཅན་ཇི་ལྟ་བུས་འདུལ་བ་དེ་ལྟ་བུའི་གཟུགས་ཀྱི་བར་དུ་སྤྲུལ་པར་བྱེད་དེ། ། ||| He manifests in whatever form is required to tame beings.
དེ་དུད་འགྲོའི་སྐྱེ་གནས་སུ་སྐྱེས་པ་རྣམས་ཀྱི་ནང་དུ་ནི་དུད་འགྲོའི་གཟུགས་སུ་སྤྲུལ་པར་བྱེད་དོ། ། ||| Among those born in the animal realm he manifests in the form of an animal;
སེམས་ཅན་དམྱལ་བ་པ་རྣམས་ཀྱི་ནང་དུ་ནི་སེམས་ཅན་དམྱལ་བ་པའི་གཟུགས་སུ་སྤྲུལ་པར་བྱེད་པ་ནས་ ||| among hell beings, in the form of a hell being; and
གཤིན་རྗེའི་འཇིག་རྟེན་པ་རྣམས་ལ་གཤིན་རྗེའི་འཇིག་རྟེན་གྱི་གཟུགས་ཀྱི་བར་དུ་སྤྲུལ་པར་བྱེད་དོ། ||| for those of the Yama world, as a being of the Yama world, and so forth.
ཁ་ཅིག་ལ་ནི་མངོན་སུམ་དུ་སྤྲུལ་པ་སྤྲུལ་པར་བྱེད། ཁ་ཅིག་ལ་ནི་རྨི་ལམ་དུ་སྤྲུལ་པར་བྱེད། ། ||| “For some he emanates as a directly perceptible manifestation, for others he manifests in dreams.
འཆི་འཕོའི་དུས་ཀྱི་ཚེ་རྣམ་པར་ཤེས་པ་ཐ་མ་རྒྱུ་བའི་ཚེ། གཟུགས་སྣ་ཚོགས་སུ་སྤྲུལ་པར་བྱེད་དེ། ། ||| he manifests in various forms at the time of death and transference, at the last movement of consciousness,
སྡིག་པའི་ལས་སྤྲུག་པའི་ཕྱིར། ངན་སོང་ལས་བསྒྲལ་བའི་ཕྱིར། མཐོ་རིས་ལ་དགོད་པའི་ཕྱིར། ||| in order to eliminate the karma of their negative deeds, to liberate them from the lower realms, to place them in the higher realms,
སེམས་ཅན་རྣམས་ཀྱི་དོན་གྱི་ཕྱིར། ||| and to bring about the well-being of sentient beings.
དེ་དག་ལ་ཐོག་མར་སྐྱབས་སུ་སོང་ཞིང་མཐོང་སྟེ། ||| Having taken refuge in and seen these manifestations,
བདེ་བ་ཐོབ་ནས་མཐོ་རིས་ཀྱི་འཇིག་རྟེན་དུ་གནས་པའི་བདེ་བ་ཐོབ་པའི་བར་དུ་འགྱུར་བས་དེའི་ཕྱིར་སུས་ཀྱང་དེའི་སྤྲུལ་པ་ཐམས་ཅད་ཀྱི་ཚད་གཟུང་བར་མི་ནུས་སོ། ||| these beings will obtain all forms of happiness, up to the happiness of abiding in the worlds of the higher realms. It is for this reason that no one can fathom the magnitude of all of the manifestations of Ākāśagarbha.
དེ་ལྟ་བས་ན་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ནམ་མཁའི་སྙིང་པོ་འདི་ནི་ཐབས་དང་ཡེ་ཤེས་ཀྱི་ཡོན་ཏན་གྱི་ཆོས་བསམ་གྱིས་མི་ཁྱབ་པ་དང་ལྡན་ནོ། ||| “Indeed, the bodhisattva mahāsattva Ākāśagarbha is endowed with the inconceivably excellent qualities of skillful means and wisdom.
སངས་རྒྱས་ཀྱི་ཡོན་ཏན་ཆེན་པོ་དང་ལྡན་ནོ། ། ||| He is endowed with the excellent qualities of a buddha.
དེ་བས་ན་རིགས་ཀྱི་བུ་དེའི་ཡན་ལག་གི་མཆོག་མགོ་བོ་ལ་ཡིད་བཞིན་གྱི་ནོར་བུ་རིན་པོ་ཆེ་འདུག་པར་སྣང་ངོ་། ||| That is why a precious wish-fulfilling jewel appears on the head, the supreme part of the body of this son of noble family.”
དེ་ནས་དེའི་ཚེ་འཁོར་འདུས་པ་ཐམས་ཅད་ཀྱིས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ནམ་མཁའི་སྙིང་པོ་ལ་ངོ་མཚར་ཐོབ། རྨད་དུ་བྱུང་བ་ཐོབ། ||| The entire assembly was amazed and marveled at the bodhisattva mahāsattva Ākāśagarbha.
བླ་མ་ལ་བཀུར་སྟི་དང་། བསྟི་སྟང་དུ་བྱ་བ་ཐོབ་པར་གྱུར་ནས་ཐམས་ཅད་ཀྱིས་ཐལ་མོ་སྦྱར་ཏེ། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ནམ་མཁའི་སྙིང་པོ་ལ་མཆོད་པ་དང་། བཀུར་སྟི་སྣ་ཚོགས་ཀྱིས་བཀུར་སྟིར་བྱེད། ||| Having paid homage to their teacher and honored him, they all joined their palms and made offerings to the bodhisattva mahāsattva Ākāśagarbha, and honored him in various ways.
མེ་ཏོག་དང་། སྤོས་དང་། ཕྲེང་བ་དང་། བྱུག་པ་དང་། མར་མེ་དང་། བདུག་པ་དང་། གདུགས་དང་། རྒྱལ་མཚན་དང་། བ་དན་དང་། ཆོས་གོས་དང་། རྒྱན་དང་། གོས་དང་། བསྟོད་པ་དང་། གླུ་དང་། སིལ་སྙན་དག་གིས་མཆོད་པ་བྱེད་དོ། ། ||| They made offerings of flowers, incense, garlands, ointments, lamps, parasols, victory banners, flags, monastic robes, ornaments, garments, praises, songs, and cymbal music.
བྱང་ཆུབ་སེམས་དཔའ་ནམ་མཁའི་སྙིང་པོ་དེས་ཀྱང་དེ་དག་ཐམས་ཅད་བཅོམ་ལྡན་འདས་ལ་ཕུལ་ལོ། ། ||| The bodhisattva Ākāśagarbha in turn presented the Bhagavān with all of these offerings,
ཕུལ་ནས་བཅོམ་ལྡན་འདས་ཀྱི་ཞབས་ལ་ཕྱག་འཚལ་ནས་འདི་སྐད་ཅེས་གསོལ་ཏོ། ། ||| then prostrated at the feet of the Bhagavān and supplicated him with these words:
བཙུན་པ་བཅོམ་ལྡན་འདས་ཉོན་མོངས་པ་ཅན་སྙིགས་མ་ལྔ་དང་ལྡན་པའི་སངས་རྒྱས་ཀྱི་ཞིང་འདིར་ ||| “Venerable Bhagavān, in this afflicted buddhafield stained by the five impurities,
སེམས་ཅན་མ་རིག་པའི་མུན་པ་ཆེན་པོས་རྨོངས་པ་རྣམས་ལ་སངས་རྒྱས་ཀྱི་དོན་བགྱི་བར་ཇི་ལྟར་རྔོ་ཐོགས་ལགས། ། ||| beings are deluded due to the great darkness of ignorance. How can those beings be benefited, so as to bring about their enlightenment?”
བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ། ||| The Bhagavān replied:
འདི་ལྟ་སྟེ། རིགས་ཀྱི་བུ་ནམ་མཁའ་ནི་མ་བཅིངས་པ་མ་གྲོལ་བ། ||| “It is thus, son of noble family: The sky is neither bound nor liberated.
ཉོན་མོངས་པ་ཅན་མ་ཡིན་པ། མ་རྨོངས་པ། རང་བཞིན་གྱིས་དག་པའོ། ། ||| It is not afflicted, nor deluded, and is naturally pristine.
